Goals_per90,Assists_per90,G_A_per90
1.5517241379310345,1.5517241379310345,3.103448275862069
6.428571428571429,0.0,6.428571428571429
3.3333333333333335,0.0,3.3333333333333335
10.0,0.0,10.0
1.0714285714285714,1.0714285714285714,2.142857142857143
2.4324324324324325,0.0,2.4324324324324325
1.125,0.0,1.125
